Region,Sales Channel,Company/Provider,Category,Segment,Volume Sales (Liters),Avg Price Per Liter (VND),Growth Rate (%),Numeric Distribution (%),Weighted Distribution (%),Out-of-Stock Rate (%),Market Share (%),Share of Shelf (%),Trial Rate (%),Repeat Rate (%),Sales Value (USD),Time,Volume Sales
NORTH URBAN,Modern Trade,Small Co D,Null,Juice Bliss,40314,9322,-1,49,22,6.0,4,9,14,18,2279.18,November 2020,40314 liters
NORTH RURAL,Traditional Trade,URZ,Juices,URZ Fresh,100000,NULL,unknown,80,85,5.0,25,35,50,40,36304.17,2021-06-01 00:00:00,100.0 kiloliters
south urban,Modern Trade,Vinalac,YOGURT DRINKS,Probee Light,150000,9729,unknown,95,98,3.0,35,45,60,50,60806.25,2020-02-01 00:00:00,150.0 kiloliters
central urban,Modern Trade,Cora Cale,Juices,Pure Juice,80000,nan,unknown,75,80,6.0,20,30,45,35,26826.67,2024-12-01 00:00:00,80.0 kiloliters
CENTRAL URBAN,Modern Trade,Tran Hip Pat,JUICES,THP Fresh,80000,N/A,4,75,80,6.0,20,30,45,35,nan,2022-03-01 00:00:00,80000 liters
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,HERBAL TEA,Dr Tien Light,50000,8951,6,65,70,7.0,15,25,40,30,18647.92,2021-01-01 00:00:00,50.0 kiloliters
nan,Traditional Trade,Tran Hip Pat,Energy Drinks,Numba One,,9520,unknown,80,85,5.0,25,35,50,40,39666.67,nan, liters
north urban,Modern Trade,Vinalac,Milk,Vinalac Pure,120000,8838,N/A,90,95,4.0,30,40,55,45,,2021-11-01 00:00:00,120000 liters
north rural,Traditional Trade,Tran Hip Pat,Energy Drinks,Numba One,100000,9520,7,80,85,5.0,25,35,50,40,39666.67,NULL,100.0 kiloliters
null,Modern Trade,Small Co D,WATER,Juice Bliss,49904,8959,-8,24,26,9.0,3,5,22,10,3475.02,2021-04-01 00:00:00,49904 liters
north rural,Traditional Trade,URZ,JUICES,URZ Fresh,100000,8713,unknown,80,85,5.0,25,35,50,40,36304.17,2024-10-01 00:00:00,100000 liters
central urban,Modern Trade,Vinalac,Milk Tea,Vinalac Tea,80000,8477,4,75,80,6.0,20,30,45,35,28256.67,February 2020,80.0 kiloliters
CENTRAL RURAL,Traditional Trade,Cora Cale,Energy Drinks,Energy Boost,50000,9715,unknown,65,70,7.0,15,25,40,30,20239.58,2021-03-01 00:00:00,50.0 kiloliters
south urban,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Classic Soda,150000,9339,unknown,95,98,3.0,35,45,60,50,58368.75,April 2023,150.0 kiloliters
north urban,Modern Trade,Vinalac,MILK,Vinalac Pure,120000,8838,5,90,95,4.0,30,40,55,45,44190.0,2024-09-01 00:00:00,120.0 kiloliters
SOUTH URBAN,Modern Trade,URZ,JUICES,URZ Prime,150000,9958,unknown,95,98,3.0,35,45,60,50,62237.5,2022-02-01 00:00:00,150000 liters
north rural,Traditional Trade,Sentry Pepso,Water,Aquavena,100000,8570,7,80,85,5.0,25,35,50,40,35708.33,2022-03-01 00:00:00,100.0 kiloliters
n/a,Traditional Trade,URZ,SNACK DRINKS,CeeTwo Light,N/A,9048,unknown,65,70,7.0,15,25,40,30,,2023-08-01 00:00:00,N/A
south urban,Modern Trade,URZ,Juices,URZ Prime,150000,9958,8,95,98,67.01311201779748,35,45,60,50,62237.5,NULL,150000 liters
SOUTH URBAN,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Classic,,8864,unknown,95,98,3.0,35,45,60,50,55400.0,2021-04-01 00:00:00,
south rural,Traditional Trade,Small Co H,MILK TEA,Aqua Zest,33890,8263,unknown,31,36,15.0,2,8,23,11,1068.32,nan,33.89 kiloliters
N/A,Traditional Trade,Small Co J,Energy Drinks,Healthy Sip,39502,9602,-3,12,47,12.0,4,5,24,14,4370.63,2022-09-01 00:00:00,39.502 kiloliters
SOUTH URBAN,Modern Trade,URZ,JUICES,URZ Prime,150000,9958,unknown,95,98,3.0,35,45,60,50,nan,March 2021,150000 liters
CENTRAL URBAN,Modern Trade,Sentry Pepso,JUICES,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,2023-12-01 00:00:00,80000 liters
south urban,Modern Trade,Cora Cale,,Classic Soda,150000,9339,8,95,98,3.0,35,45,60,50,58368.75,NULL,150000 liters
south urban,Modern Trade,Tran Hip Pat,Energy Drinks,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,2024-04-01 00:00:00,150.0 kiloliters
central rural,Traditional Trade,Cora Cale,Energy Drinks,Energy Boost,50000,9715,unknown,65,70,7.0,15,25,40,30,20239.58,2024-04-01 00:00:00,50.0 kiloliters
n/a,Modern Trade,Small Co I,Snack Drinks,Boost Shot,36090,nan,2,20,11,20.0,4,9,26,12,4551.66,2021-07-01 00:00:00,36.09 kiloliters
CENTRAL URBAN,Modern Trade,Small Co I,Milk,Boost Shot,49129,9726,5,47,35,17.0,1,2,17,5,2366.98,February 2020,49129 liters
SOUTH RURAL,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,3,70,75,6.0,20,30,50,40,26731.25,2023-09-01 00:00:00,70.0 kiloliters
,Modern Trade,Cora Cale,Juices,Pure Juice,80000,8048,unknown,75,80,6.0,20,30,45,35,26826.67,NULL,80.0 kiloliters
central urban,Modern Trade,Tran Hip Pat,JUICES,THP Fresh,80000,NULL,NULL,75,80,6.0,20,30,45,35,28126.67,October 2024,80.0 kiloliters
nan,Traditional Trade,Sentry Pepso,Energy Drinks,Boostade,,9919,6,65,70,7.0,15,25,40,30,20664.58,2021-12-01 00:00:00, liters
nan,Traditional Trade,Sentry Pepso,Energy Drinks,Boostade,50000,9919,6,65,70,7.0,15,25,40,30,20664.58,March 2022,50000 liters
SOUTH URBAN,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,150000,9729,8,95,98,3.0,35,45,60,50,60806.25,2022-05-01 00:00:00,150.0 kiloliters
central urban,Modern Trade,Vinalac,Milk Tea,Vinalac Tea,80000,8477,4,75,80,6.0,20,30,45,35,28256.67,2021-06-01 00:00:00,80.0 kiloliters
north rural,Traditional Trade,Vinalac,,Probee,100000,9536,7,80,85,64.17938578197442,25,35,50,40,39733.33,2021-08-01 00:00:00,100000 liters
central rural,Traditional Trade,Tran Hip Pat,HERBAL TEA,Dr Tien Light,50000,8951,6,65,70,7.0,15,25,40,30,18647.92,May 2020,50.0 kiloliters
south urban,Modern Trade,Vinalac,YOGURT DRINKS,Probee Light,150000,9729,8,95,98,3.0,35,45,60,50,60806.25,January 2023,150000 liters
null,Traditional Trade,Cora Cale,JUICES,Nectar Bliss,70000,8821,3,70,75,6.0,20,30,50,40,25727.92,2020-07-01 00:00:00,70000 liters
central urban,Modern Trade,Sentry Pepso,Juices,Tropicola,80000,8099,unknown,75,80,6.0,20,30,45,35,26996.67,N/A,80.0 kiloliters
NORTH URBAN,Modern Trade,Vinalac,MILK,Vinalac Pure,120000,8838,unknown,90,95,4.0,30,40,55,45,44190.0,2020-03-01 00:00:00,120.0 kiloliters
south urban,Modern Trade,Tran Hip Pat,Energy Drinks,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,2020-07-01 00:00:00,150000 liters
SOUTH URBAN,Modern Trade,URZ,JUICES,URZ Prime,150000,9958,unknown,95,98,75.74396867476642,35,45,60,50,N/A,2021-01-01 00:00:00,150000 liters
CENTRAL RURAL,Traditional Trade,URZ,SNACK DRINKS,CeeTwo Light,50000,9048,6,65,70,84.6501920334626,15,25,40,30,18850.0,February 2022,50.0 kiloliters
SOUTH RURAL,Traditional Trade,Tran Hip Pat,Juices,THP Prime,70000,8031,3,70,75,6.0,20,30,50,40,23423.75,2021-07-01 00:00:00,70.0 kiloliters
south rural,Traditional Trade,Cora Cale,Juices,Nectar Bliss,70000,8821,unknown,70,75,6.0,20,30,50,40,25727.92,2021-10-01 00:00:00,70000 liters
south urban,Modern Trade,URZ,JUICES,URZ Prime,150000,9958,8,95,98,3.0,35,45,60,50,62237.5,2020-08-01 00:00:00,150.0 kiloliters
south urban,Modern Trade,Tran Hip Pat,ENERGY DRINKS,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,2024-11-01 00:00:00,150.0 kiloliters
n/a,Traditional Trade,URZ,Water,Great Elite,70000,9991,unknown,70,75,6.0,20,30,50,40,29140.42,November 2021,70000 liters
central urban,Modern Trade,URZ,WATER,Great Aqua,80000,9922,4,75,80,6.0,20,30,45,35,33073.33,2022-09-01 00:00:00,80000 liters
NORTH URBAN,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Zero,120000,8602,5,90,95,58.44843623759438,30,40,55,45,43010.0,2020-06-01 00:00:00,120.0 kiloliters
south rural,Traditional Trade,Tran Hip Pat,JUICES,THP Prime,70000,8031,unknown,70,75,6.0,20,30,50,40,23423.75,2022-11-01 00:00:00,70000 liters
CENTRAL URBAN,Modern Trade,URZ,N/A,Great Aqua,80000,9922,4,75,80,6.0,20,30,45,35,NULL,N/A,80000 liters
south urban,Modern Trade,URZ,Juices,URZ Prime,150000,9958,unknown,95,98,3.0,35,45,60,50,62237.5,2021-10-01 00:00:00,150.0 kiloliters
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,Null,Dr Tien Light,50000,8951,6,65,70,7.0,15,25,40,30,18647.92,2023-04-01 00:00:00,50.0 kiloliters
central rural,Traditional Trade,Vinalac,MILK,Vinalac Sweet,50000,9362,6,65,70,7.0,15,25,40,30,19504.17,January 2023,50.0 kiloliters
NORTH RURAL,Traditional Trade,Vinalac,YOGURT DRINKS,Probee,100000,9536,7,80,85,5.0,25,35,50,40,,January 2023,100000 liters
central urban,Modern Trade,Sentry Pepso,JUICES,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,2024-05-01 00:00:00,80.0 kiloliters
CENTRAL URBAN,Modern Trade,Vinalac,Milk Tea,Vinalac Tea,80000,N/A,4,75,80,6.0,20,30,45,35,28256.67,January 2024,80.0 kiloliters
central urban,Modern Trade,URZ,WATER,Great Aqua,NULL,9922,unknown,75,80,6.0,20,30,45,35,33073.33,2023-05-01 00:00:00,NULL
SOUTH RURAL,Traditional Trade,Sentry Pepso,JUICES,Tropicola Bliss,70000,9165,unknown,70,75,6.0,20,30,50,40,nan,2022-01-01 00:00:00,70.0 kiloliters
south rural,Traditional Trade,Cora Cale,Juices,Nectar Bliss,70000,8821,3,70,75,6.0,20,30,50,40,25727.92,2023-04-01 00:00:00,70000 liters
NORTH URBAN,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,120000,8602,5,90,95,4.0,30,40,55,45,43010.0,June 2024,120.0 kiloliters
NORTH URBAN,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Zero,120000,8602,5,90,95,4.0,30,40,55,45,43010.0,2023-02-01 00:00:00,120000 liters
south rural,Traditional Trade,Sentry Pepso,JUICES,Tropicola Bliss,70000,9165,3,70,75,6.0,20,30,50,40,26731.25,2021-09-01 00:00:00,70.0 kiloliters
NORTH URBAN,Modern Trade,URZ,SNACK DRINKS,CeeTwo,120000,NULL,unknown,90,95,4.0,30,40,55,45,45050.0,April 2021,120000 liters
CENTRAL RURAL,Traditional Trade,Small Co E,JUICES,Soda Spark,27379,8440,-7,47,31,18.0,1,2,12,8,2526.16,2021-03-01 00:00:00,27.379 kiloliters
NAN,Modern Trade,Tran Hip Pat,HERBAL TEA,Dr Tien,120000,8758,5,90,95,4.0,30,40,55,45,43790.0,2022-06-01 00:00:00,120000 liters
CENTRAL URBAN,Modern Trade,Small Co J,ENERGY DRINKS,Healthy Sip,NULL,9877,-2,44,33,12.0,3,4,15,6,2831.12,August 2023,NULL liters
NORTH RURAL,Traditional Trade,Cora Cale,WATER,Flavored Aqua,100000,8815,7,80,85,5.0,25,35,50,40,36729.17,2024-11-01 00:00:00,100000 liters
NORTH RURAL,Traditional Trade,Vinalac,Yogurt Drinks,Probee,,,7,80,85,5.0,25,35,50,40,39733.33,2021-04-01 00:00:00, liters
SOUTH URBAN,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,150000,9729,,95,98,3.0,35,45,60,50,60806.25,August 2023,150.0 kiloliters
south rural,Traditional Trade,Cora Cale,Juices,Nectar Bliss,70000,8821,unknown,70,75,6.0,20,30,50,40,25727.92,2022-12-01 00:00:00,70.0 kiloliters
south urban,Modern Trade,Tran Hip Pat,,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,March 2022,150.0 kiloliters
SOUTH URBAN,Modern Trade,Cora Cale,,Classic Soda,150000,9339,8,95,98,3.0,35,45,60,50,,,150000 liters
south urban,Modern Trade,Cora Cale,Carbonated Soft Drinks,Classic Soda,150000,N/A,8,95,98,3.0,35,45,60,50,58368.75,February 2024,150.0 kiloliters
south urban,Modern Trade,Tran Hip Pat,Nan,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,N/A,150000 liters
NORTH URBAN,Modern Trade,Vinalac,MILK,Vinalac Pure,120000,8838,5,90,95,4.0,30,40,55,45,44190.0,February 2022,120.0 kiloliters
central urban,Modern Trade,Sentry Pepso,JUICES,Tropicola,80000,8099,unknown,75,80,6.0,20,30,45,35,26996.67,2023-12-01 00:00:00,80.0 kiloliters
south urban,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,nan,9729,,95,98,3.0,35,45,60,50,60806.25,December 2021,nan liters
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,Herbal Tea,Dr Tien Light,50000,NULL,unknown,65,70,7.0,15,25,40,30,NULL,2022-07-01 00:00:00,50.0 kiloliters
NORTH RURAL,Traditional Trade,Sentry Pepso,N/A,Aquavena,100000,8570,7,80,85,5.0,25,35,50,40,35708.33,2021-09-01 00:00:00,100000 liters
null,Traditional Trade,Cora Cale,ENERGY DRINKS,Energy Boost,50000,9715,6,65,70,7.0,15,25,40,30,20239.58,NULL,50.0 kiloliters
CENTRAL URBAN,Modern Trade,Sentry Pepso,Juices,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,2023-07-01 00:00:00,80000 liters
north rural,Traditional Trade,Tran Hip Pat,ENERGY DRINKS,Numba One,100000,9520,unknown,80,85,5.0,25,35,50,40,39666.67,nan,100000 liters
central urban,Modern Trade,Sentry Pepso,JUICES,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,nan,2023-01-01 00:00:00,80000 liters
north urban,Modern Trade,Vinalac,MILK,Vinalac Pure,NULL,nan,unknown,90,95,4.0,30,40,55,45,44190.0,2021-03-01 00:00:00,NULL liters
NORTH RURAL,Traditional Trade,Vinalac,N/A,Probee,100000,,unknown,80,85,5.0,25,35,50,40,39733.33,March 2021,100000 liters
north rural,Traditional Trade,Sentry Pepso,WATER,Aquavena,100000,8570,unknown,80,85,5.0,25,35,50,40,35708.33,2022-09-01 00:00:00,100.0 kiloliters
nan,Traditional Trade,Sentry Pepso,Water,Aquavena,100000,8570,7,80,85,5.0,25,35,50,40,35708.33,2024-10-01 00:00:00,100000 liters
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,HERBAL TEA,Dr Tien Light,50000,8951,6,65,70,7.0,15,25,40,30,18647.92,2024-02-01 00:00:00,50000 liters
CENTRAL URBAN,Modern Trade,Sentry Pepso,JUICES,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,2020-04-01 00:00:00,80.0 kiloliters
north urban,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,120000,8602,5,90,95,4.0,30,40,55,45,43010.0,2021-04-01 00:00:00,120000 liters
CENTRAL RURAL,Traditional Trade,Vinalac,MILK,Vinalac Sweet,50000,9362,6,65,70,7.0,15,25,40,30,19504.17,2024-03-01 00:00:00,50.0 kiloliters
south urban,Modern Trade,URZ,JUICES,URZ Prime,150000,9958,8,95,98,3.0,35,45,60,50,62237.5,2023-09-01 00:00:00,150000 liters
SOUTH URBAN,Modern Trade,Vinalac,YOGURT DRINKS,Probee Light,,9729,N/A,95,98,3.0,35,45,60,50,60806.25,2021-09-01 00:00:00,
south urban,Modern Trade,URZ,JUICES,URZ Prime,N/A,9958,unknown,95,98,59.628700558863216,35,45,60,50,62237.5,2022-07-01 00:00:00,N/A
NORTH RURAL,Traditional Trade,Tran Hip Pat,ENERGY DRINKS,Numba One,NULL,9520,7,80,85,5.0,25,35,50,40,39666.67,2024-04-01 00:00:00,NULL
north rural,Traditional Trade,Cora Cale,WATER,Flavored Aqua,100000,8815,7,80,85,5.0,25,35,50,40,36729.17,N/A,100.0 kiloliters
south urban,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Classic,150000,8864,8,95,98,3.0,35,45,60,50,55400.0,2020-02-01 00:00:00,150000 liters
SOUTH URBAN,Modern Trade,URZ,Juices,URZ Prime,150000,9958,unknown,95,98,3.0,35,45,60,50,NULL,June 2022,150.0 kiloliters
north urban,Modern Trade,URZ,Snack Drinks,CeeTwo,120000,9010,unknown,90,95,4.0,30,40,55,45,45050.0,2022-04-01 00:00:00,120000 liters
north rural,Traditional Trade,URZ,JUICES,URZ Fresh,,8713,7,80,85,5.0,25,35,50,40,N/A,December 2022, liters
null,Modern Trade,Tran Hip Pat,ENERGY DRINKS,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,2021-10-01 00:00:00,150.0 kiloliters
north urban,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Lite Soda,120000,8115,unknown,90,95,4.0,30,40,55,45,40575.0,November 2023,120000 liters
south urban,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Classic,150000,8864,8,95,98,3.0,35,45,60,50,NULL,2021-11-01 00:00:00,150.0 kiloliters
CENTRAL RURAL,Traditional Trade,Vinalac,Milk,Vinalac Sweet,50000,9362,6,65,70,7.0,15,25,40,30,NULL,2020-06-01 00:00:00,50.0 kiloliters
,Modern Trade,Tran Hip Pat,Energy Drinks,Numba One Power,150000,8504,unknown,95,98,3.0,35,45,60,50,53150.0,2023-02-01 00:00:00,150.0 kiloliters
south urban,Modern Trade,URZ,Null,URZ Prime,150000,,,95,98,3.0,35,45,60,50,62237.5,2023-10-01 00:00:00,150000 liters
NORTH URBAN,Modern Trade,Tran Hip Pat,Herbal Tea,Dr Tien,120000,8758,5,90,95,4.0,30,40,55,45,43790.0,2022-10-01 00:00:00,120000 liters
NORTH RURAL,Traditional Trade,Cora Cale,WATER,Flavored Aqua,100000,8815,7,80,85,5.0,25,35,50,40,36729.17,2021-09-01 00:00:00,100000 liters
north rural,Traditional Trade,URZ,JUICES,URZ Fresh,100000,8713,7,80,85,5.0,25,35,50,40,36304.17,2023-10-01 00:00:00,100000 liters
south rural,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,3,70,75,75.81690958389585,20,30,50,40,26731.25,April 2024,70.0 kiloliters
,Modern Trade,Vinalac,MILK,Vinalac Pure,120000,8838,unknown,90,95,4.0,30,40,55,45,44190.0,2022-08-01 00:00:00,120.0 kiloliters
south urban,Modern Trade,Cora Cale,Carbonated Soft Drinks,Classic Soda,150000,NULL,8,95,98,3.0,35,45,60,50,58368.75,November 2023,150.0 kiloliters
south rural,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,3,70,75,6.0,20,30,50,40,26731.25,October 2020,70000 liters
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,Herbal Tea,Dr Tien Light,50000,8951,6,65,70,73.46209568420633,15,25,40,30,18647.92,December 2020,50.0 kiloliters
NORTH URBAN,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,120000,8602,unknown,90,95,4.0,30,40,55,45,43010.0,June 2023,120000 liters
NORTH URBAN,Modern Trade,URZ,Snack Drinks,CeeTwo,120000,9010,nan,90,95,4.0,30,40,55,45,45050.0,N/A,120000 liters
CENTRAL URBAN,Modern Trade,Tran Hip Pat,NAN,THP Fresh,80000,nan,4,75,80,6.0,20,30,45,35,28126.67,May 2021,80.0 kiloliters
NORTH RURAL,Traditional Trade,URZ,JUICES,URZ Fresh,100000,8713,7,80,85,5.0,25,35,50,40,36304.17,2025-01-01 00:00:00,100.0 kiloliters
CENTRAL RURAL,Traditional Trade,Cora Cale,Energy Drinks,Energy Boost,50000,9715,6,65,70,7.0,15,25,40,30,20239.58,October 2022,50000 liters
CENTRAL RURAL,Traditional Trade,Sentry Pepso,Energy Drinks,Boostade,50000,9919,6,65,70,7.0,15,25,40,30,20664.58,2021-04-01 00:00:00,50.0 kiloliters
NULL,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,120000,8602,5,90,95,4.0,30,40,55,45,43010.0,2020-12-01 00:00:00,120.0 kiloliters
south urban,Modern Trade,Cora Cale,Carbonated Soft Drinks,Classic Soda,150000,9339,unknown,95,98,3.0,35,45,60,50,58368.75,2023-10-01 00:00:00,150000 liters
CENTRAL RURAL,Traditional Trade,Vinalac,N/A,Vinalac Sweet,50000,9362,6,65,70,7.0,15,25,40,30,19504.17,August 2024,50000 liters
NORTH RURAL,Modern Trade,Small Co B,MILK TEA,Pure Aqua,48863,8956,unknown,40,20,15.0,4,6,18,7,2261.14,N/A,48.863 kiloliters
SOUTH RURAL,Traditional Trade,URZ,Water,Great Elite,70000,9991,unknown,70,75,6.0,20,30,50,40,29140.42,2022-10-01 00:00:00,70000 liters
NORTH RURAL,Traditional Trade,Tran Hip Pat,Energy Drinks,Numba One,100000,9520,7,80,85,5.0,25,35,50,40,nan,2022-03-01 00:00:00,100.0 kiloliters
north urban,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Zero,120000,8602,unknown,90,95,4.0,30,40,55,45,43010.0,2022-04-01 00:00:00,120.0 kiloliters
nan,Modern Trade,Vinalac,MILK TEA,Vinalac Tea,80000,8477,4,75,80,6.0,20,30,45,35,28256.67,June 2022,80000 liters
south rural,Traditional Trade,URZ,N/A,Great Elite,70000,nan,3,70,75,6.0,20,30,50,40,nan,,70.0 kiloliters
south urban,Modern Trade,Small Co C,MILK,Energy Snap,15835,NULL,3,25,26,12.0,2,8,11,5,,November 2021,15.835 kiloliters
north urban,Modern Trade,Tran Hip Pat,N/A,Dr Tien,120000,8758,5,90,95,4.0,30,40,55,45,43790.0,2022-07-01 00:00:00,120000 liters
NULL,Modern Trade,Small Co H,Carbonated Soft Drinks,Aqua Zest,41829,8954,2,41,26,5.0,1,4,23,12,3599.63,2020-11-01 00:00:00,41.829 kiloliters
north rural,Traditional Trade,Sentry Pepso,Water,Aquavena,100000,8570,unknown,80,85,5.0,25,35,50,40,NULL,May 2020,100.0 kiloliters
north rural,Traditional Trade,Vinalac,YOGURT DRINKS,Probee,100000,9536,7,80,85,5.0,25,35,50,40,39733.33,2024-12-01 00:00:00,100000 liters
south rural,Traditional Trade,Tran Hip Pat,Juices,THP Prime,70000,8031,3,70,75,6.0,20,30,50,40,23423.75,February 2023,70000 liters
south rural,Traditional Trade,Tran Hip Pat,N/A,THP Prime,70000,8031,3,70,75,6.0,20,30,50,40,N/A,nan,70000 liters
,Traditional Trade,Cora Cale,JUICES,Nectar Bliss,70000,8821,3,70,75,6.0,20,30,50,40,N/A,2020-04-01 00:00:00,70.0 kiloliters
south urban,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Classic,150000,8864,8,95,98,3.0,35,45,60,50,55400.0,2021-03-01 00:00:00,150000 liters
north urban,Modern Trade,Vinalac,Milk,Vinalac Pure,120000,8838,5,90,95,4.0,30,40,55,45,44190.0,2024-05-01 00:00:00,120000 liters
north rural,Traditional Trade,URZ,JUICES,URZ Fresh,100000,8713,unknown,80,85,5.0,25,35,50,40,36304.17,2024-05-01 00:00:00,100000 liters
central urban,Modern Trade,Cora Cale,JUICES,Pure Juice,80000,8048,nan,75,80,6.0,20,30,45,35,26826.67,,80.0 kiloliters
NORTH URBAN,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,nan,8602,5,90,95,4.0,30,40,55,45,43010.0,2021-06-01 00:00:00,nan
south urban,Modern Trade,Vinalac,YOGURT DRINKS,Probee Light,150000,nan,8,95,98,3.0,35,45,60,50,60806.25,2024-11-01 00:00:00,150000 liters
SOUTH URBAN,Modern Trade,Cora Cale,Carbonated Soft Drinks,Classic Soda,nan,9339,8,95,98,3.0,35,45,60,50,58368.75,nan,nan liters
central rural,Traditional Trade,Tran Hip Pat,Herbal Tea,Dr Tien Light,50000,8951,N/A,65,70,7.0,15,25,40,30,18647.92,2020-04-01 00:00:00,50.0 kiloliters
south rural,Traditional Trade,Cora Cale,Juices,Nectar Bliss,70000,8821,unknown,70,75,6.0,20,30,50,40,25727.92,2022-08-01 00:00:00,70000 liters
N/A,Modern Trade,Vinalac,Milk,Vinalac Pure,120000,8838,N/A,90,95,4.0,30,40,55,45,44190.0,2021-06-01 00:00:00,120000 liters
CENTRAL URBAN,Modern Trade,Cora Cale,JUICES,Pure Juice,80000,8048,4,75,80,6.0,20,30,45,35,26826.67,2024-02-01 00:00:00,80000 liters
N/A,Traditional Trade,Tran Hip Pat,JUICES,THP Prime,70000,8031,nan,70,75,6.0,20,30,50,40,23423.75,2024-07-01 00:00:00,70000 liters
central urban,Modern Trade,Vinalac,MILK TEA,Vinalac Tea,80000,8477,4,75,80,6.0,20,30,45,35,28256.67,2020-05-01 00:00:00,80.0 kiloliters
central urban,Modern Trade,Vinalac,Milk Tea,Vinalac Tea,80000,8477,unknown,75,80,6.0,20,30,45,35,28256.67,2021-07-01 00:00:00,80.0 kiloliters
north urban,Modern Trade,Vinalac,MILK,Vinalac Pure,120000,8838,unknown,90,95,4.0,30,40,55,45,44190.0,2021-12-01 00:00:00,120.0 kiloliters
north urban,Modern Trade,Vinalac,Null,Vinalac Pure,120000,8838,5,90,95,4.0,30,40,55,45,44190.0,2021-01-01 00:00:00,120000 liters
south rural,Traditional Trade,URZ,Water,Great Elite,NULL,9991,3,70,75,6.0,20,30,50,40,29140.42,July 2021,NULL liters
NULL,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,120000,8602,5,90,95,67.64578818134707,30,40,55,45,43010.0,May 2021,120.0 kiloliters
north urban,Modern Trade,URZ,SNACK DRINKS,CeeTwo,120000,9010,5,90,95,4.0,30,40,55,45,45050.0,2020-06-01 00:00:00,120000 liters
SOUTH RURAL,Traditional Trade,URZ,WATER,Great Elite,70000,9991,3,70,75,6.0,20,30,50,40,29140.42,,70.0 kiloliters
south urban,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,150000,9729,8,95,98,3.0,35,45,60,50,60806.25,June 2020,150000 liters
NORTH RURAL,Traditional Trade,URZ,Juices,URZ Fresh,100000,8713,7,80,85,5.0,25,35,50,40,36304.17,2023-09-01 00:00:00,100.0 kiloliters
south urban,Modern Trade,Tran Hip Pat,ENERGY DRINKS,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,June 2022,150000 liters
CENTRAL RURAL,Traditional Trade,Cora Cale,ENERGY DRINKS,Energy Boost,NULL,9715,N/A,65,70,7.0,15,25,40,30,20239.58,November 2020,NULL liters
central urban,Modern Trade,Sentry Pepso,Juices,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,N/A,2023-05-01 00:00:00,80000 liters
north urban,Modern Trade,URZ,,CeeTwo,120000,,5,90,95,4.0,30,40,55,45,45050.0,2021-05-01 00:00:00,120000 liters
NORTH URBAN,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,120000,8602,5,90,95,4.0,30,40,55,45,43010.0,February 2024,120.0 kiloliters
